application_id,customer_id,app_date,amount_requested,loan_purpose,loan_term_months,approved
2013,2973,2021-04-28,36100,Debt consolidation,48,0
2014,4449,2022-08-08,22600,Debt consolidation,36,1
2015,483,2019-09-10,48800,Moving,48,0
2016,3274,2021-07-20,4800,Debt consolidation,24,1
2017,4632,2021-10-21,6100,Debt consolidation,36,1
2018,4352,2020-08-01,43800,Medical,60,1
2019,4490,2018-03-07,20400,Moving,36,1
2020,1512,2020-05-21,3900,Debt consolidation,12,0
2021,499,2018-09-19,1500,Debt consolidation,12,1
2022,1668,2020-03-19,21800,Vacation,24,1
2023,1676,2023-02-19,4000,Home improvement,24,1
2024,881,2019-06-27,44000,Wedding,48,1
2025,3023,2021-08-03,29000,Education,60,1
2026,2913,2022-05-22,4600,Debt consolidation,12,1
2027,2794,2022-04-03,4300,Medical,24,1
2028,3542,2023-08-26,22700,Education,24,1
2029,2897,2019-07-10,2000,Home improvement,12,1
2030,3539,2022-10-04,43000,Wedding,48,1
2031,4880,2021-04-14,2500,Debt consolidation,24,0
2032,3319,2023-04-21,6800,Debt consolidation,36,1
2033,4701,2021-05-10,1600,Medical,12,1
2034,4467,2022-07-18,9900,Moving,36,1
2035,4278,2023-02-18,7300,Wedding,48,1
2036,737,2019-06-23,23300,Debt consolidation,36,1
2037,715,2018-01-12,17800,Debt consolidation,48,0
2038,548,2023-01-08,5100,Wedding,24,1
2039,2250,2019-11-07,4400,Medical,12,1
2040,1977,2021-03-22,6000,Medical,48,1
2041,1532,2021-07-07,5300,Vacation,48,0
2042,2700,2022-01-07,24300,Vacation,24,1
2043,4307,2019-10-31,9600,Home improvement,36,0
2044,4934,2021-09-28,7600,Vacation,36,1
2045,991,2019-09-26,8500,Moving,24,0
2046,1579,2020-12-26,35900,Debt consolidation,48,1
2047,4853,2022-05-05,23300,Business,48,0
2048,1956,2023-06-21,3700,Vacation,12,1
2049,1145,2021-11-22,5100,Business,48,1
2050,4847,2020-04-04,28300,Debt consolidation,48,1
2051,1174,2022-10-28,16100,Education,36,1
2052,2504,2023-10-11,21600,Car Purchase,24,1
2053,2172,2017-12-09,44400,Moving,48,1
2054,2387,2020-05-13,60500,Debt consolidation,48,1
2055,568,2021-12-25,48900,Home improvement,60,1
2056,15,2021-02-24,55500,Medical,60,1
2057,1146,2023-01-28,5200,Car Purchase,36,1
2058,534,2022-06-22,5900,Debt consolidation,48,1
2059,1419,2019-05-10,80900,Debt consolidation,48,1
2060,2237,2021-07-29,47200,Debt consolidation,60,1
2061,4112,2020-04-03,14900,Home improvement,36,0
2062,2536,2019-11-09,33600,Debt consolidation,60,0
2063,4289,2018-02-26,17100,Vacation,36,0
2064,781,2018-07-16,60000,Education,60,1
2065,4465,2019-04-17,7500,Debt consolidation,36,1
2066,492,2021-07-14,56500,Wedding,60,1
2067,4589,2023-04-17,28300,Debt consolidation,48,1
2068,32,2023-07-27,8000,Home improvement,36,1
2069,3969,2021-01-30,2300,Vacation,12,1
2070,384,2019-06-07,39600,Debt consolidation,60,1
2071,1072,2023-10-12,1000,Debt consolidation,24,1
2072,1935,2021-08-10,72100,Home improvement,60,1
2073,1996,2019-07-02,21400,Vacation,36,1
2074,4003,2019-04-02,13800,Debt consolidation,24,1
2075,1357,2020-04-28,21000,Vacation,48,1
2076,3296,2019-10-27,2600,Debt consolidation,12,1
2077,2521,2023-01-29,40000,Home improvement,60,1
2078,3666,2023-07-22,26400,Debt consolidation,48,1
2079,583,2019-10-03,38200,Debt consolidation,48,0
2080,4722,2019-01-15,48700,Debt consolidation,60,1
2081,1097,2018-07-01,26600,Business,60,0
2082,4780,2023-08-23,29700,Moving,48,1
2083,3266,2022-07-27,6700,Wedding,48,1
2084,4959,2023-07-25,23700,Debt consolidation,24,0
2085,4450,2022-07-13,2500,Business,12,1
2086,2330,2020-05-29,1200,Debt consolidation,12,1
2087,1276,2019-11-10,3700,Home improvement,12,1
2088,892,2020-06-05,9100,Debt consolidation,24,1
2089,1270,2021-07-07,6800,Home improvement,24,0
2090,4430,2018-07-05,16300,Debt consolidation,48,0
2091,4927,2022-10-01,4800,Home improvement,12,1
2092,3456,2021-01-05,46900,Car Purchase,60,1
2093,2699,2021-12-22,9400,Home improvement,36,1
2094,980,2018-11-12,14800,Debt consolidation,24,1
2095,1051,2020-07-19,17600,Business,48,1
2096,921,2020-05-13,9100,Debt consolidation,24,1
2097,1326,2019-10-27,2600,Vacation,12,1
2098,813,2023-04-22,8800,Debt consolidation,24,0
2099,1605,2021-06-22,29400,Wedding,48,0
2100,4636,2018-05-19,6400,Vacation,24,1
2101,1335,2020-03-19,24500,Debt consolidation,36,1
2102,3469,2022-09-01,36500,Vacation,60,0
2103,3044,2019-11-06,37200,Education,60,0
2104,976,2019-02-26,2400,Wedding,24,1
2105,2176,2021-03-17,16500,Home improvement,24,0
2106,92,2023-02-27,5100,Debt consolidation,48,1
2107,2268,2021-08-27,173300,Home improvement,60,0
2108,1236,2021-12-05,9300,Education,24,1
2109,3306,2018-03-22,27300,Debt consolidation,48,0
2110,2821,2018-03-07,37800,Debt consolidation,60,1
2111,4541,2018-06-11,94900,Home improvement,60,0
2112,4529,2021-12-31,2800,Debt consolidation,12,1
2113,3922,2019-04-16,7900,Debt consolidation,24,1
2114,4513,2020-12-31,13800,Home improvement,48,1
2115,1969,2022-10-30,24700,Moving,36,1
2116,3504,2023-10-10,59300,Vacation,48,0
2117,1818,2023-05-21,57900,Wedding,60,0
2118,2405,2020-06-06,8100,Debt consolidation,24,1
2119,563,2018-10-23,1600,Wedding,24,0
2120,4272,2020-02-02,8900,Wedding,36,1
2121,2947,2018-11-10,13300,Car Purchase,24,1
2122,1069,2018-12-14,36900,Debt consolidation,60,1
2123,4811,2019-10-04,8300,Debt consolidation,24,1
2124,1470,2021-05-09,38100,Debt consolidation,60,1
2125,1138,2022-10-17,9300,Debt consolidation,36,1
2126,1549,2020-11-19,27000,Car Purchase,48,1
2127,4809,2022-12-23,19000,Medical,36,1
2128,1584,2023-12-01,2600,Debt consolidation,24,1
2129,3399,2022-12-19,7000,Moving,48,1
2130,2801,2018-03-06,2600,Debt consolidation,12,1
2131,874,2018-11-20,30100,Medical,48,1
2132,2161,2019-07-10,9800,Education,48,1
2133,4978,2022-02-16,50800,Debt consolidation,48,1
2134,3096,2019-11-01,10100,Debt consolidation,36,1
2135,821,2020-05-13,7600,Vacation,48,1
2136,784,2019-11-29,29800,Medical,60,1
2137,1469,2022-04-15,4900,Car Purchase,12,1
2138,4897,2023-06-24,4700,Home improvement,24,1
2139,819,2021-12-29,24200,Debt consolidation,24,0
2140,2403,2020-06-24,68100,Education,60,0
2141,2954,2019-10-24,11800,Debt consolidation,36,1
2142,3384,2018-12-19,9300,Medical,48,1
2143,3573,2020-11-24,2500,Wedding,24,1
2144,3276,2020-11-19,26600,Wedding,60,1
2145,831,2018-05-26,3500,Car Purchase,24,1
2146,3250,2022-06-19,20500,Debt consolidation,36,1
2147,3679,2023-06-08,8800,Debt consolidation,48,1
2148,1852,2022-01-11,97900,Business,60,0
2149,3864,2019-01-22,21800,Home improvement,36,1
2150,1585,2022-08-20,12800,Medical,48,0
2151,1150,2018-01-03,7900,Medical,24,1
2152,880,2018-06-20,19800,Debt consolidation,48,1
2153,783,2022-10-25,5300,Debt consolidation,24,1
2154,2956,2019-10-30,3200,Home improvement,12,1
2155,317,2023-07-07,15700,Education,24,0
2156,1820,2020-11-25,30200,Car Purchase,48,1
2157,2398,2018-08-07,8100,Car Purchase,48,1
2158,4214,2023-01-03,32800,Debt consolidation,60,1
2159,2892,2019-10-20,2400,Home improvement,24,1
2160,3125,2019-05-03,17500,Business,48,1
2161,4260,2020-09-03,13400,Debt consolidation,36,1
2162,2775,2019-09-29,18500,Car Purchase,24,0
2163,1566,2023-01-01,8100,Home improvement,36,1
2164,4594,2020-05-16,19700,Business,24,0
2165,1636,2021-02-01,48500,Debt consolidation,48,1
2166,4317,2019-04-10,7700,Moving,24,1
2167,1683,2021-04-17,16600,Car Purchase,24,1
2168,55,2018-02-07,5700,Debt consolidation,36,1
2169,1819,2021-06-15,21100,Education,48,1
2170,2936,2023-05-29,7700,Debt consolidation,48,1
2171,4527,2021-07-27,4000,Debt consolidation,12,1
2172,2558,2018-10-29,8900,Medical,36,1
2173,277,2022-02-03,1500,Debt consolidation,12,1
2174,468,2023-05-22,37400,Home improvement,60,0
2175,646,2021-05-02,24600,Debt consolidation,48,0
2176,1418,2020-10-26,6100,Car Purchase,36,1
2177,1736,2018-04-27,13000,Medical,48,0
2178,2642,2019-12-10,3300,Car Purchase,24,1
2179,2969,2018-04-08,6400,Home improvement,48,1
2180,4027,2019-05-25,1900,Vacation,12,1
2181,4686,2019-06-28,86000,Debt consolidation,60,1
2182,2216,2018-01-23,34200,Home improvement,60,1
2183,2060,2023-10-31,25300,Vacation,60,1
2184,3371,2020-02-22,9700,Home improvement,36,1
2185,2716,2018-09-09,11900,Moving,36,0
2186,2085,2021-08-02,8200,Debt consolidation,24,1
2187,630,2022-10-16,9400,Medical,24,1
2188,2703,2021-06-20,4000,Business,24,1
2189,3208,2023-05-21,2500,Education,12,1
2190,2726,2019-02-22,23200,Debt consolidation,24,1
2191,2971,2020-03-18,99200,Home improvement,48,0
2192,334,2021-03-13,33400,Debt consolidation,48,1
2193,761,2021-05-20,6800,Business,48,1
2194,4500,2020-01-20,1200,Home improvement,24,1
2195,3038,2023-03-13,22200,Education,24,0
2196,4918,2018-05-12,21000,Vacation,48,1
2197,995,2022-02-25,19200,Wedding,36,1
2198,1037,2023-05-13,17100,Debt consolidation,36,1
2199,3365,2021-01-08,3500,Home improvement,12,1
2200,4183,2019-06-26,5600,Education,24,1
2201,2689,2023-11-21,16900,Education,48,1
2202,2355,2022-07-28,2900,Medical,12,0
2203,387,2018-03-31,3700,Debt consolidation,24,1
2204,151,2020-02-26,3900,Moving,12,1
2205,4738,2018-03-28,35000,Moving,48,1
2206,296,2018-07-07,9600,Debt consolidation,48,1
2207,1122,2020-01-09,4300,Vacation,12,1
2208,2469,2020-09-10,8600,Home improvement,36,1
2209,1793,2021-04-26,3800,Business,24,1
2210,1705,2018-03-19,1600,Business,12,1
2211,228,2019-06-18,5500,Vacation,36,1
2212,2706,2021-09-10,5300,Education,24,1
2213,4319,2019-03-24,19400,Education,36,1
2214,3860,2018-01-19,16800,Car Purchase,36,0
2215,2221,2020-07-31,48800,Debt consolidation,60,1
2216,4435,2020-04-13,30400,Vacation,60,1
2217,1010,2018-09-20,21200,Vacation,36,1
2218,3362,2023-10-02,10000,Debt consolidation,36,1
2219,2384,2023-02-14,21600,Business,36,1
2220,366,2021-07-29,5300,Medical,24,1
2221,2519,2019-12-21,1400,Debt consolidation,24,1
2222,2791,2022-03-28,2800,Debt consolidation,12,1
2223,3523,2020-09-20,3200,Debt consolidation,12,1
2224,1810,2021-09-30,17600,Vacation,36,0
2225,1606,2021-09-06,97400,Car Purchase,48,0
2226,1708,2018-12-18,23500,Vacation,48,1
2227,2997,2019-04-24,32200,Education,60,1
2228,1795,2019-12-03,16100,Business,24,1
2229,1788,2020-11-21,51600,Moving,60,0
2230,1136,2022-05-14,3000,Debt consolidation,24,1
2231,2358,2022-09-24,31500,Home improvement,48,1
2232,4401,2022-07-12,4200,Debt consolidation,12,1
2233,4223,2022-09-06,18900,Debt consolidation,36,0
2234,4903,2023-10-12,29100,Debt consolidation,60,1
2235,1725,2020-11-05,1900,Debt consolidation,12,0
2236,759,2022-12-22,12400,Education,24,1
2237,93,2021-01-11,9100,Debt consolidation,36,1
2238,2089,2020-10-15,37100,Education,60,1
2239,1749,2023-03-24,94000,Education,48,0
2240,1197,2019-11-21,303700,Wedding,72,0
2241,4432,2021-10-14,23900,Debt consolidation,24,1
2242,4585,2020-03-12,7100,Wedding,48,1
2243,1364,2021-06-19,1700,Debt consolidation,12,1
2244,1008,2021-11-01,8400,Wedding,48,1
2245,501,2019-03-28,16500,Home improvement,36,1
2246,3986,2020-07-10,31700,Debt consolidation,60,1
2247,712,2021-02-04,1400,Vacation,12,1
2248,1133,2020-10-27,14600,Education,24,1
2249,1707,2021-01-31,388100,Business,60,0
2250,2802,2018-05-07,6400,Vacation,24,1
2251,242,2018-09-20,2900,Debt consolidation,24,1
2252,4067,2023-07-14,97000,Debt consolidation,60,1
2253,661,2019-01-23,8300,Business,24,1
2254,3506,2021-09-10,3400,Moving,24,1
2255,1049,2022-01-11,8500,Home improvement,24,1
2256,869,2017-12-05,35600,Debt consolidation,48,0
2257,4378,2019-02-09,9300,Medical,48,1
2258,788,2019-05-10,41100,Education,60,1
2259,1238,2022-06-06,2800,Home improvement,12,1
2260,2908,2018-10-20,488100,Wedding,60,0
2261,3308,2020-01-17,165200,Education,72,0
2262,3058,2020-07-25,45600,Home improvement,60,0
2263,2289,2020-02-21,10900,Business,48,1
2264,34,2020-12-14,3200,Education,12,0
2265,1732,2020-04-17,9600,Medical,48,1
2266,2898,2018-07-14,3100,Vacation,12,1
2267,2118,2023-07-15,6800,Moving,24,0
2268,4634,2020-03-30,30800,Debt consolidation,60,0
2269,1861,2019-12-01,39100,Car Purchase,48,0
2270,1640,2020-11-19,35800,Home improvement,48,1
2271,3363,2018-09-08,20300,Debt consolidation,48,1
2272,4652,2021-02-01,8600,Debt consolidation,24,1
2273,2414,2021-10-01,39500,Moving,60,1
2274,3452,2022-06-13,7400,Home improvement,48,1
2275,173,2022-01-08,17200,Car Purchase,48,0
2276,3680,2018-05-08,3200,Business,12,1
2277,4480,2018-07-03,4800,Car Purchase,24,1
2278,1303,2018-12-08,5800,Debt consolidation,24,1
2279,1796,2018-01-31,15900,Debt consolidation,48,1
2280,2211,2021-05-26,22700,Home improvement,36,1
2281,3668,2022-06-06,3200,Debt consolidation,12,1
2282,2329,2018-06-21,13300,Debt consolidation,48,1
2283,4274,2021-07-14,7700,Business,48,1
2284,615,2023-10-22,16400,Wedding,48,1
2285,1979,2023-01-18,40300,Car Purchase,60,0
2286,2934,2023-10-09,23100,Home improvement,36,0
2287,4966,2018-10-03,46900,Home improvement,48,0
2288,1696,2022-05-16,70200,Car Purchase,60,1
2289,1841,2020-12-02,8400,Wedding,24,1
2290,4342,2021-03-13,7700,Home improvement,48,1
2291,1061,2018-09-27,43000,Car Purchase,60,1
2292,2022,2022-05-25,17900,Education,48,1
2293,4246,2020-05-04,82100,Car Purchase,48,0
2294,3343,2023-08-26,7000,Debt consolidation,36,1
2295,3460,2020-12-20,9900,Education,48,1
2296,1361,2021-01-17,19200,Medical,36,1
2297,3829,2022-04-07,22000,Vacation,36,1
2298,751,2023-08-17,36900,Car Purchase,60,1
2299,1030,2018-05-06,6400,Debt consolidation,36,1
2300,1179,2022-01-02,11700,Business,24,1
2301,2460,2022-12-14,42800,Debt consolidation,60,1
2302,3221,2018-06-23,21900,Debt consolidation,24,1
2303,2465,2022-03-30,4200,Car Purchase,12,1
2304,4851,2020-10-31,1200,Debt consolidation,12,1
2305,4057,2022-04-26,27800,Home improvement,60,1
2306,4072,2021-10-21,13100,Debt consolidation,48,1
2307,4597,2021-10-22,7600,Debt consolidation,48,1
2308,4814,2021-02-07,8200,Home improvement,24,0
2309,1620,2023-06-17,9500,Education,24,1
2310,2629,2022-07-20,6300,Vacation,36,1
2311,1702,2022-11-06,2100,Debt consolidation,12,1
2312,3633,2023-09-28,10500,Business,36,1
2313,1644,2019-02-19,1400,Business,24,1
2314,1412,2020-07-13,53700,Home improvement,60,1
2315,3608,2019-11-09,254700,Vacation,72,0
2316,3448,2021-09-06,23000,Wedding,36,1
2317,2922,2022-10-21,13900,Debt consolidation,36,1
2318,2958,2022-12-17,83800,Debt consolidation,48,1
2319,930,2018-09-11,9900,Debt consolidation,24,1
2320,1680,2023-01-20,7100,Debt consolidation,24,0
2321,2173,2023-04-18,3500,Home improvement,24,1
2322,2733,2022-11-30,90100,Education,60,1
2323,4051,2022-05-25,40700,Debt consolidation,60,1
2324,4149,2023-07-06,3300,Home improvement,12,1
2325,357,2017-12-18,7800,Medical,24,1
2326,3642,2018-12-08,6500,Debt consolidation,48,1
2327,2605,2018-09-24,24700,Home improvement,48,1
2328,320,2019-12-11,68700,Moving,60,0
2329,3054,2018-03-08,5200,Vacation,48,1
2330,3519,2023-10-08,87600,Moving,60,1
2331,1398,2021-07-03,35900,Home improvement,60,1
2332,3451,2019-02-28,14700,Vacation,36,0
2333,4674,2021-04-13,63100,Wedding,48,0
2334,4926,2018-10-15,59700,Home improvement,60,0
2335,2734,2023-09-08,4200,Debt consolidation,24,1
2336,680,2023-09-25,14200,Home improvement,36,1
2337,4580,2023-05-17,19800,Medical,48,1
2338,4683,2019-10-01,24000,Business,36,1
2339,2463,2023-10-22,39300,Home improvement,48,1
2340,1092,2019-10-18,20000,Wedding,24,0
2341,3357,2021-09-12,10500,Moving,36,1
2342,3233,2021-06-21,10000,Debt consolidation,36,1
2343,4747,2021-07-09,3900,Moving,12,1
2344,2517,2023-02-19,95100,Home improvement,60,1
2345,4284,2018-09-15,3700,Car Purchase,24,1
2346,1433,2023-04-07,14000,Home improvement,48,1
2347,3606,2022-05-14,16400,Vacation,24,1
2348,2999,2020-04-01,2800,Debt consolidation,24,1
2349,4872,2023-01-30,8300,Debt consolidation,36,1
2350,3755,2019-12-20,293800,Home improvement,72,0
2351,2635,2020-12-29,15800,Wedding,24,1
2352,2254,2018-12-07,99100,Debt consolidation,48,1
2353,2266,2020-06-28,97900,Home improvement,48,0
2354,1304,2021-01-18,7400,Debt consolidation,36,1
2355,1245,2019-07-12,19500,Vacation,36,1
2356,293,2021-01-19,3100,Education,12,0
2357,1309,2020-11-16,2200,Home improvement,24,0
2358,20,2022-04-20,27400,Vacation,48,1
2359,1988,2021-10-22,3400,Education,12,1
2360,3191,2020-12-05,5600,Education,48,1
2361,4753,2020-09-26,5700,Moving,48,1
2362,2404,2023-09-19,97400,Home improvement,48,1
2363,2890,2021-07-23,5100,Home improvement,24,1
2364,3121,2022-02-22,13100,Debt consolidation,24,1
2365,734,2023-11-12,3500,Business,12,1
2366,3495,2021-05-23,18300,Education,36,1
2367,2381,2017-12-24,5600,Home improvement,48,1
2368,166,2018-12-01,9900,Debt consolidation,36,1
2369,958,2018-01-16,10400,Debt consolidation,48,0
2370,412,2021-12-30,373800,Debt consolidation,72,0
2371,120,2019-11-27,2500,Debt consolidation,12,1
2372,2621,2022-12-04,15100,Home improvement,36,0
2373,2812,2022-02-11,178300,Home improvement,72,0
2374,916,2020-06-16,30000,Business,60,1
2375,2063,2022-06-29,3700,Moving,24,1
2376,4160,2020-03-18,7000,Debt consolidation,24,1
2377,1614,2022-04-21,6700,Debt consolidation,48,1
2378,4141,2018-02-24,62600,Debt consolidation,48,0
2379,970,2018-12-01,2000,Wedding,12,1
2380,3916,2021-09-22,31100,Home improvement,60,1
2381,4394,2018-08-07,6300,Wedding,48,0
2382,586,2020-07-08,8300,Education,24,1
2383,2781,2022-11-07,44100,Debt consolidation,48,0
2384,3324,2018-06-27,20200,Business,48,1
2385,4109,2022-08-26,70900,Home improvement,60,1
2386,4650,2023-06-28,16800,Home improvement,24,1
2387,3484,2019-06-10,7700,Moving,36,1
2388,3455,2020-04-14,4100,Debt consolidation,24,1
2389,3364,2019-08-28,24100,Debt consolidation,24,1
2390,3622,2022-06-23,6500,Debt consolidation,36,1
2391,3863,2023-08-21,1100,Debt consolidation,24,1
2392,3303,2021-02-13,42900,Home improvement,60,1
2393,289,2021-10-28,45500,Medical,60,1
2394,28,2020-04-18,81400,Debt consolidation,60,0
2395,2163,2018-07-24,21800,Education,24,1
2396,3375,2022-07-17,2500,Debt consolidation,12,1
2397,4078,2021-05-04,5700,Home improvement,36,1
2398,2233,2020-07-22,1300,Education,24,1
2399,1621,2022-03-13,7300,Business,24,1
2400,719,2019-12-24,2700,Education,12,1
2401,4815,2021-08-02,41300,Debt consolidation,48,1
2402,4998,2018-08-28,8700,Education,36,1
2403,774,2021-12-14,472400,Debt consolidation,60,1
2404,2410,2018-04-08,6600,Wedding,48,1
2405,2168,2020-11-27,8600,Debt consolidation,36,1
2406,498,2018-04-10,1400,Home improvement,12,1
2407,511,2018-08-07,9200,Medical,36,1
2408,2240,2023-03-04,6900,Vacation,36,1
2409,231,2023-07-08,29600,Business,48,0
2410,1945,2021-10-27,8800,Moving,36,0
2411,3187,2021-02-12,7700,Debt consolidation,36,1
2412,1016,2021-03-31,193200,Home improvement,60,1
2413,2267,2022-06-21,3500,Business,24,1
2414,3210,2020-01-14,19200,Business,24,1
2415,3433,2022-05-30,6000,Home improvement,36,1
2416,4104,2019-08-08,91900,Debt consolidation,48,0
2417,3854,2022-02-11,7000,Debt consolidation,36,1
2418,4303,2019-12-23,42100,Education,48,0
2419,901,2018-05-16,5100,Moving,36,1
2420,4651,2019-05-12,19700,Debt consolidation,24,0
2421,1991,2020-04-18,34900,Business,60,1
2422,2823,2022-11-04,45300,Business,48,0
2423,2004,2021-09-27,2400,Medical,12,1
2424,2203,2021-05-28,11200,Debt consolidation,36,1
2425,1769,2022-09-19,49200,Wedding,48,0
2426,3109,2019-03-16,11500,Vacation,24,1
2427,2337,2019-06-26,10200,Car Purchase,48,1
2428,1458,2019-04-25,52100,Debt consolidation,60,0
2429,4859,2018-03-14,42100,Debt consolidation,60,1
2430,546,2019-02-27,3700,Debt consolidation,12,1
2431,1483,2022-03-21,3200,Debt consolidation,12,1
2432,3730,2018-02-15,67700,Medical,48,0
2433,1382,2022-03-14,10800,Moving,48,1
2434,597,2022-08-25,8000,Debt consolidation,36,1
2435,1046,2022-08-01,21200,Business,24,1
2436,4494,2019-07-10,39100,Medical,48,1
2437,1948,2021-03-30,263100,Home improvement,60,0
2438,2503,2022-12-05,11000,Debt consolidation,24,1
2439,1294,2023-08-01,6200,Wedding,24,1
2440,2186,2020-04-11,15200,Education,48,0
2441,936,2022-08-12,24100,Debt consolidation,24,1
2442,4090,2019-12-23,21600,Education,48,1
2443,2228,2020-11-23,36300,Wedding,60,0
2444,3868,2021-11-04,24000,Moving,36,1
2445,769,2023-10-05,50300,Car Purchase,60,1
2446,3596,2019-03-03,2200,Debt consolidation,24,1
2447,2561,2022-06-25,2300,Moving,24,1
2448,3935,2019-08-01,6700,Debt consolidation,24,1
2449,2079,2023-01-22,1700,Home improvement,24,0
2450,4672,2019-09-22,6300,Moving,36,1
2451,245,2021-10-29,4600,Moving,24,0
2452,3500,2022-02-15,4200,Medical,12,1
2453,4565,2019-08-10,25100,Debt consolidation,48,1
2454,4142,2022-11-08,69400,Wedding,60,0
2455,3715,2022-05-08,11000,Business,24,1
2456,3481,2023-07-11,14200,Home improvement,36,1
2457,2286,2022-01-26,8400,Car Purchase,48,1
2458,3793,2023-10-13,5900,Vacation,24,1
2459,1871,2019-02-21,2300,Moving,24,1
2460,4198,2023-06-17,19900,Debt consolidation,48,1
2461,4143,2023-05-02,9300,Wedding,24,1
2462,50,2019-04-23,16500,Debt consolidation,24,1
2463,2352,2018-08-28,64000,Vacation,48,0
2464,2614,2020-12-09,20300,Medical,24,0
2465,4469,2021-05-06,2800,Education,24,1
2466,2575,2021-12-20,31000,Medical,48,1
2467,4895,2022-02-12,30400,Home improvement,60,0
2468,484,2020-03-15,5900,Home improvement,24,1
2469,1126,2020-09-29,1300,Wedding,24,1
2470,2020,2021-12-22,8600,Moving,36,1
2471,3692,2021-02-28,29300,Car Purchase,60,1
2472,2516,2021-03-01,20800,Debt consolidation,48,1
2473,1981,2018-11-22,6700,Debt consolidation,48,0
2474,4361,2020-05-05,55400,Moving,60,0
2475,3719,2021-09-25,7900,Wedding,24,1
2476,3565,2021-12-21,13900,Business,48,1
2477,1925,2020-01-19,11500,Debt consolidation,24,1
2478,4751,2022-01-05,3900,Debt consolidation,24,1
2479,3467,2021-06-14,24300,Business,36,0
2480,4267,2022-02-04,5100,Vacation,36,1
2481,4293,2022-03-27,6700,Moving,48,1
2482,2464,2023-01-30,43500,Moving,60,1
2483,1780,2019-07-08,8100,Home improvement,36,1
2484,4546,2021-05-08,23000,Medical,24,1
2485,150,2023-11-16,66200,Home improvement,48,0
2486,2692,2019-07-01,3600,Home improvement,12,1
2487,2278,2019-04-28,44800,Car Purchase,48,1
2488,3166,2023-06-01,12400,Debt consolidation,48,1
2489,2611,2021-04-23,7900,Home improvement,24,1
2490,1767,2023-02-03,19600,Education,36,0
2491,3355,2018-06-16,16500,Car Purchase,24,1
2492,3407,2022-05-05,5900,Home improvement,36,1
2493,733,2021-05-22,3700,Home improvement,24,1
2494,318,2020-06-12,56000,Moving,48,1
2495,2415,2022-03-14,7700,Debt consolidation,36,0
2496,2459,2023-01-16,337500,Medical,60,0
2497,4205,2019-08-17,5300,Debt consolidation,36,1
2498,4458,2018-07-10,21600,Debt consolidation,48,1
2499,3675,2020-02-18,2200,Vacation,12,1
2500,3632,2022-11-07,6500,Car Purchase,24,1
2501,3310,2020-05-03,8900,Debt consolidation,48,1
2502,1655,2023-10-13,41600,Debt consolidation,60,0
2503,740,2019-10-19,92700,Education,60,1
2504,631,2019-08-24,46500,Home improvement,60,1
2505,4616,2019-12-07,32500,Debt consolidation,60,1
2506,786,2018-03-31,23200,Car Purchase,48,0
2507,3496,2023-06-16,3200,Car Purchase,12,1
2508,690,2022-10-16,24300,Home improvement,48,0
2509,1095,2022-07-30,9400,Wedding,36,0
2510,224,2023-10-22,6600,Moving,48,1
2511,2451,2020-11-19,7600,Home improvement,24,1
2512,336,2021-07-10,17700,Wedding,48,1
2513,110,2019-05-01,21600,Education,48,1
2514,1570,2019-04-19,39900,Moving,48,1
2515,3172,2018-05-20,9800,Debt consolidation,36,1
2516,2640,2022-07-28,23700,Home improvement,24,1
2517,2325,2020-01-01,23200,Home improvement,24,0
2518,326,2020-05-25,8500,Debt consolidation,48,1
2519,1215,2018-06-03,217400,Debt consolidation,72,0
2520,582,2021-06-11,3100,Debt consolidation,24,1
2521,4855,2018-11-03,9700,Medical,24,1
2522,367,2021-02-10,108600,Debt consolidation,72,1
2523,588,2023-09-13,5700,Debt consolidation,24,1
2524,130,2021-03-24,24500,Home improvement,36,1
2525,4554,2023-10-27,30800,Car Purchase,60,1
2526,2664,2021-02-03,6500,Home improvement,36,1
2527,2759,2022-04-20,6900,Education,24,1
2528,3062,2023-01-04,24000,Debt consolidation,36,0
2529,4077,2019-11-25,5100,Wedding,48,1
2530,4262,2018-09-05,1800,Medical,24,0
2531,2260,2018-06-08,8500,Debt consolidation,24,1
2532,4326,2020-01-15,8900,Home improvement,48,1
2533,251,2020-03-08,33500,Debt consolidation,48,0
2534,3185,2019-10-26,2900,Debt consolidation,24,0
2535,1704,2021-05-28,36300,Business,48,0
2536,4050,2020-09-12,23900,Home improvement,48,0
2537,4325,2022-08-30,30900,Debt consolidation,48,0
2538,2197,2019-02-01,16900,Business,48,1
2539,1331,2023-05-30,12600,Moving,36,0
2540,1809,2021-11-28,2000,Car Purchase,12,1
2541,2839,2018-02-15,9400,Debt consolidation,36,1
2542,3278,2019-08-25,4700,Car Purchase,12,1
2543,1802,2020-01-29,8500,Debt consolidation,24,1
2544,1857,2021-07-07,7500,Home improvement,24,1
2545,2695,2023-05-11,17800,Debt consolidation,24,1
2546,350,2023-02-14,7300,Medical,24,0
2547,2114,2021-06-07,37100,Medical,60,0
2548,4787,2020-08-30,5300,Vacation,36,1
2549,1319,2018-10-26,13100,Vacation,48,1
2550,1098,2020-06-20,1000,Debt consolidation,12,1
2551,495,2021-09-15,4900,Vacation,12,0
2552,2084,2018-03-08,19700,Wedding,24,0
2553,4339,2023-08-06,36000,Business,60,1
2554,3735,2020-05-12,1800,Vacation,12,1
2555,4829,2021-02-28,48200,Vacation,48,1
2556,2719,2019-07-24,8800,Education,36,1
