payment_id,loan_id,payment_date,amount_due,amount_paid,interest_paid,payment_status
34197,1138,2024-06-12,555.1,555.1,147.86,On-Time
34198,1138,2024-07-12,555.1,555.1,141.51,On-Time
34199,1138,2024-08-12,555.1,555.1,135.05,On-Time
34200,1138,2024-09-12,555.1,555.1,128.5,On-Time
34201,1138,2024-10-12,555.1,555.1,121.84,On-Time
34202,1138,2024-11-12,555.1,555.1,115.07,On-Time
34203,1138,2024-12-12,555.1,555.1,108.21,On-Time
34204,1139,2023-08-13,379.32,379.32,124.69,On-Time
34205,1139,2023-09-13,379.32,379.32,121.86,On-Time
34206,1139,2023-10-13,379.32,379.32,118.99,On-Time
34207,1139,2023-11-13,379.32,379.32,116.09,On-Time
34208,1139,2023-12-13,379.32,379.32,113.16,On-Time
34209,1139,2024-01-13,379.32,379.32,110.2,On-Time
34210,1139,2024-02-13,379.32,379.32,107.2,On-Time
34211,1139,2024-03-13,379.32,379.32,104.17,On-Time
34212,1139,2024-04-13,379.32,379.32,101.11,On-Time
34213,1139,2024-05-13,379.32,379.32,98.01,On-Time
34214,1139,2024-06-13,379.32,379.32,94.88,On-Time
34215,1139,2024-07-13,379.32,379.32,91.72,On-Time
34216,1139,2024-08-13,379.32,379.32,88.51,On-Time
34217,1139,2024-09-13,379.32,379.32,85.28,On-Time
34218,1139,2024-10-13,379.32,379.32,82.0,On-Time
34219,1139,2024-11-13,379.32,379.32,78.69,On-Time
34220,1139,2024-12-13,379.32,379.32,75.34,On-Time
34221,1140,2021-06-04,1138.5,1138.5,240.79,On-Time
34222,1140,2021-07-04,1138.5,1138.5,231.86,On-Time
34223,1140,2021-08-04,1138.5,1138.5,222.84,On-Time
34224,1140,2021-09-04,1138.5,1138.5,213.73,On-Time
34225,1140,2021-10-04,1138.5,1138.5,204.52,On-Time
34226,1140,2021-11-04,1138.5,1138.5,195.23,On-Time
34227,1140,2021-12-04,1138.5,1138.5,185.85,On-Time
34228,1140,2022-01-04,1138.5,1138.5,176.37,On-Time
34229,1140,2022-02-04,1138.5,1138.5,166.79,On-Time
34230,1140,2022-03-04,1138.5,1138.5,157.13,On-Time
34231,1140,2022-04-04,1138.5,1138.5,147.36,On-Time
34232,1140,2022-05-04,1138.5,1138.5,137.5,On-Time
34233,1140,2022-06-04,1138.5,1138.5,127.54,On-Time
34234,1140,2022-07-04,1138.5,1138.5,117.48,On-Time
34235,1140,2022-08-04,1138.5,1138.5,107.32,On-Time
34236,1140,2022-09-04,1138.5,1138.5,97.06,On-Time
34237,1140,2022-10-04,1138.5,1138.5,86.7,On-Time
34238,1140,2022-11-04,1138.5,1138.5,76.23,On-Time
34239,1140,2022-12-04,1138.5,1138.5,65.66,On-Time
34240,1140,2023-01-04,1138.5,1138.5,54.99,On-Time
34241,1140,2023-02-04,1138.5,1138.5,44.21,On-Time
34242,1140,2023-03-04,1138.5,1138.5,33.32,On-Time
34243,1140,2023-04-04,1138.5,1138.5,22.32,On-Time
34244,1140,2023-05-04,1138.5,1138.5,11.22,On-Time
34245,1141,2022-04-19,564.81,564.81,248.32,On-Time
34246,1141,2022-05-19,564.81,564.81,245.25,On-Time
34247,1141,2022-06-19,564.81,564.81,242.15,On-Time
34248,1141,2022-07-19,564.81,564.81,239.02,On-Time
34249,1141,2022-08-19,564.81,564.81,235.86,On-Time
34250,1141,2022-09-19,564.81,564.81,232.67,On-Time
34251,1141,2022-10-19,564.81,564.81,229.45,On-Time
34252,1141,2022-11-19,564.81,564.81,226.19,On-Time
34253,1141,2022-12-19,564.81,564.81,222.91,On-Time
34254,1141,2023-01-19,564.81,564.81,219.59,On-Time
34255,1141,2023-02-19,564.81,564.81,216.25,Late
34256,1141,2023-03-19,564.81,564.81,212.86,On-Time
34257,1141,2023-04-19,564.81,564.81,209.45,On-Time
34258,1141,2023-05-19,564.81,564.81,206.0,On-Time
34259,1141,2023-06-19,564.81,564.81,202.52,On-Time
34260,1141,2023-07-19,564.81,564.81,199.01,On-Time
34261,1141,2023-08-19,564.81,564.81,195.46,On-Time
34262,1141,2023-09-19,564.81,564.81,191.88,On-Time
34263,1141,2023-10-19,564.81,564.81,188.26,On-Time
34264,1141,2023-11-19,564.81,564.81,184.61,On-Time
34265,1141,2023-12-19,564.81,564.81,180.92,On-Time
34266,1141,2024-01-19,564.81,564.81,177.2,Late
34267,1141,2024-02-19,564.81,564.81,173.44,On-Time
34268,1141,2024-03-19,564.81,564.81,169.64,On-Time
34269,1141,2024-04-19,564.81,564.81,165.81,On-Time
34270,1141,2024-05-19,564.81,564.81,161.94,On-Time
34271,1141,2024-06-19,564.81,564.81,158.03,On-Time
34272,1141,2024-07-19,564.81,564.81,154.08,On-Time
34273,1141,2024-08-19,564.81,564.81,150.1,On-Time
34274,1141,2024-09-19,564.81,564.81,146.08,On-Time
34275,1141,2024-10-19,564.81,564.81,142.01,On-Time
34276,1141,2024-11-19,564.81,564.81,137.91,On-Time
34277,1141,2024-12-19,564.81,564.81,133.77,On-Time
34278,1142,2022-07-19,261.17,261.17,126.64,On-Time
34279,1142,2022-08-19,261.17,261.17,124.77,On-Time
34280,1142,2022-09-19,261.17,261.17,122.87,On-Time
34281,1142,2022-10-19,261.17,261.17,120.95,On-Time
34282,1142,2022-11-19,261.17,261.17,119.0,On-Time
34283,1142,2022-12-19,261.17,261.17,117.02,On-Time
34284,1142,2023-01-19,261.17,261.17,115.01,On-Time
34285,1142,2023-02-19,261.17,261.17,112.98,On-Time
34286,1142,2023-03-19,261.17,261.17,110.91,On-Time
34287,1142,2023-04-19,261.17,261.17,108.82,On-Time
34288,1142,2023-05-19,261.17,261.17,106.7,On-Time
34289,1142,2023-06-19,261.17,261.17,104.55,On-Time
34290,1142,2023-07-19,261.17,261.17,102.37,On-Time
34291,1142,2023-08-19,261.17,261.17,100.16,On-Time
34292,1142,2023-09-19,261.17,261.17,97.92,On-Time
34293,1142,2023-10-19,261.17,261.17,95.65,On-Time
34294,1142,2023-11-19,261.17,261.17,93.35,On-Time
34295,1142,2023-12-19,261.17,261.17,91.01,On-Time
34296,1142,2024-01-19,261.17,261.17,88.64,On-Time
34297,1142,2024-02-19,261.17,261.17,86.24,On-Time
34298,1142,2024-03-19,261.17,261.17,83.81,On-Time
34299,1142,2024-04-19,261.17,261.17,81.34,On-Time
34300,1142,2024-05-19,261.17,261.17,78.84,On-Time
34301,1142,2024-06-19,261.17,261.17,76.3,On-Time
34302,1142,2024-07-19,261.17,261.17,73.73,On-Time
34303,1142,2024-08-19,261.17,261.17,71.12,On-Time
34304,1142,2024-09-19,261.17,261.17,68.47,On-Time
34305,1142,2024-10-19,261.17,261.17,65.79,On-Time
34306,1142,2024-11-19,261.17,261.17,63.07,On-Time
34307,1142,2024-12-19,261.17,261.17,60.32,On-Time
34308,1143,2021-04-28,357.7,357.7,194.5,On-Time
34309,1143,2021-05-28,357.7,357.7,191.81,On-Time
34310,1143,2021-06-28,357.7,357.7,189.08,On-Time
34311,1143,2021-07-28,357.7,357.7,186.3,On-Time
34312,1143,2021-08-28,357.7,357.7,183.47,On-Time
34313,1143,2021-09-28,357.7,357.7,180.6,On-Time
34314,1143,2021-10-28,357.7,357.7,177.68,On-Time
34315,1143,2021-11-28,357.7,357.7,174.72,On-Time
34316,1143,2021-12-28,357.7,357.7,171.7,On-Time
34317,1143,2022-01-28,357.7,357.7,168.63,On-Time
34318,1143,2022-02-28,357.7,357.7,165.52,On-Time
34319,1143,2022-03-28,357.7,357.7,162.35,On-Time
34320,1143,2022-04-28,357.7,357.7,159.13,On-Time
34321,1143,2022-05-28,357.7,357.7,155.86,On-Time
34322,1143,2022-06-28,357.7,357.7,152.53,On-Time
34323,1143,2022-07-28,357.7,357.7,149.15,On-Time
34324,1143,2022-08-28,357.7,357.7,145.71,On-Time
34325,1143,2022-09-28,357.7,357.7,142.22,On-Time
34326,1143,2022-10-28,357.7,357.7,138.66,On-Time
34327,1143,2022-11-28,357.7,357.7,135.05,On-Time
34328,1143,2022-12-28,357.7,357.7,131.38,On-Time
34329,1143,2023-01-28,357.7,357.7,127.65,On-Time
34330,1143,2023-02-28,357.7,357.7,123.86,On-Time
34331,1143,2023-03-28,357.7,357.7,120.01,On-Time
34332,1143,2023-04-28,357.7,357.7,116.09,On-Time
34333,1143,2023-05-28,357.7,357.7,112.11,On-Time
34334,1143,2023-06-28,357.7,357.7,108.06,On-Time
34335,1143,2023-07-28,357.7,357.7,103.94,On-Time
34336,1143,2023-08-28,357.7,357.7,99.76,On-Time
34337,1143,2023-09-28,357.7,357.7,95.51,On-Time
34338,1143,2023-10-28,357.7,357.7,91.19,On-Time
34339,1143,2023-11-28,357.7,357.7,86.8,On-Time
34340,1143,2023-12-28,357.7,357.7,82.33,On-Time
34341,1143,2024-01-28,357.7,357.7,77.79,On-Time
34342,1143,2024-02-28,357.7,357.7,73.18,On-Time
34343,1143,2024-03-28,357.7,357.7,68.49,On-Time
34344,1143,2024-04-28,357.7,357.7,63.72,On-Time
34345,1143,2024-05-28,357.7,357.7,58.88,On-Time
34346,1143,2024-06-28,357.7,357.7,53.95,On-Time
34347,1143,2024-07-28,357.7,357.7,48.94,On-Time
34348,1143,2024-08-28,357.7,357.7,43.85,On-Time
34349,1143,2024-09-28,357.7,357.7,38.68,On-Time
34350,1143,2024-10-28,357.7,357.7,33.42,Late
34351,1143,2024-11-28,357.7,357.7,28.08,On-Time
34352,1143,2024-12-28,357.7,357.7,22.64,On-Time
34353,1144,2021-10-17,322.06,322.06,93.28,On-Time
34354,1144,2021-11-17,322.06,322.06,89.99,On-Time
34355,1144,2021-12-17,322.06,322.06,86.66,On-Time
34356,1144,2022-01-17,322.06,322.06,83.28,On-Time
34357,1144,2022-02-17,322.06,322.06,79.86,On-Time
34358,1144,2022-03-17,322.06,322.06,76.38,On-Time
34359,1144,2022-04-17,322.06,322.06,72.86,On-Time
34360,1144,2022-05-17,322.06,322.06,69.28,On-Time
34361,1144,2022-06-17,322.06,322.06,65.65,On-Time
34362,1144,2022-07-17,322.06,322.06,61.97,On-Time
34363,1144,2022-08-17,322.06,322.06,58.24,On-Time
34364,1144,2022-09-17,322.06,322.06,54.45,On-Time
34365,1144,2022-10-17,322.06,322.06,50.61,On-Time
34366,1144,2022-11-17,322.06,322.06,46.72,On-Time
34367,1144,2022-12-17,322.06,322.06,42.77,On-Time
34368,1144,2023-01-17,322.06,322.06,38.76,On-Time
34369,1144,2023-02-17,322.06,322.06,34.7,On-Time
34370,1144,2023-03-17,322.06,322.06,30.57,On-Time
34371,1144,2023-04-17,322.06,322.06,26.39,On-Time
34372,1144,2023-05-17,322.06,322.06,22.15,On-Time
34373,1144,2023-06-17,322.06,322.06,17.84,On-Time
34374,1144,2023-07-17,322.06,322.06,13.48,On-Time
34375,1144,2023-08-17,322.06,322.06,9.05,On-Time
34376,1144,2023-09-17,322.06,322.06,4.56,On-Time
34377,1145,2018-05-23,403.2,403.2,65.67,On-Time
34378,1145,2018-06-23,403.2,403.2,60.63,On-Time
34379,1145,2018-07-23,403.2,403.2,55.52,On-Time
34380,1145,2018-08-23,403.2,403.2,50.33,On-Time
34381,1145,2018-09-23,403.2,403.2,45.06,On-Time
34382,1145,2018-10-23,403.2,403.2,39.72,On-Time
34383,1145,2018-11-23,403.2,403.2,34.29,On-Time
34384,1145,2018-12-23,403.2,403.2,28.79,On-Time
34385,1145,2019-01-23,403.2,403.2,23.2,On-Time
34386,1145,2019-02-23,403.2,403.2,17.53,Late
34387,1145,2019-03-23,403.2,403.2,11.77,On-Time
34388,1145,2019-04-23,403.2,403.2,5.93,On-Time
34389,1146,2022-12-26,742.25,742.25,260.4,On-Time
34390,1146,2023-01-26,742.25,742.25,256.04,On-Time
34391,1146,2023-02-26,742.25,742.25,251.65,On-Time
34392,1146,2023-03-26,742.25,742.25,247.21,On-Time
34393,1146,2023-04-26,742.25,742.25,242.74,On-Time
34394,1146,2023-05-26,742.25,742.25,238.22,On-Time
34395,1146,2023-06-26,742.25,742.25,233.66,On-Time
34396,1146,2023-07-26,742.25,742.25,229.06,Late
34397,1146,2023-08-26,742.25,742.25,224.42,On-Time
34398,1146,2023-09-26,742.25,742.25,219.74,On-Time
34399,1146,2023-10-26,742.25,742.25,215.02,On-Time
34400,1146,2023-11-26,742.25,742.25,210.25,On-Time
34401,1146,2023-12-26,742.25,742.25,205.44,On-Time
34402,1146,2024-01-26,742.25,742.25,200.59,On-Time
34403,1146,2024-02-26,742.25,742.25,195.69,On-Time
34404,1146,2024-03-26,742.25,742.25,190.75,On-Time
34405,1146,2024-04-26,742.25,742.25,185.76,On-Time
34406,1146,2024-05-26,742.25,742.25,180.73,On-Time
34407,1146,2024-06-26,742.25,742.25,175.65,On-Time
34408,1146,2024-07-26,742.25,742.25,170.53,On-Time
34409,1146,2024-08-26,742.25,742.25,165.36,On-Time
34410,1146,2024-09-26,742.25,742.25,160.14,On-Time
34411,1146,2024-10-26,742.25,742.25,154.88,On-Time
34412,1146,2024-11-26,742.25,742.25,149.57,On-Time
34413,1146,2024-12-26,742.25,742.25,144.21,On-Time
34414,1147,2023-06-27,379.8,379.8,113.09,On-Time
34415,1147,2023-07-27,379.8,379.8,111.12,On-Time
34416,1147,2023-08-27,379.8,379.8,109.14,On-Time
34417,1147,2023-09-27,379.8,379.8,107.13,On-Time
34418,1147,2023-10-27,379.8,379.8,105.12,On-Time
34419,1147,2023-11-27,379.8,379.8,103.09,On-Time
34420,1147,2023-12-27,379.8,379.8,101.04,On-Time
34421,1147,2024-01-27,379.8,379.8,98.98,On-Time
34422,1147,2024-02-27,379.8,379.8,96.91,On-Time
34423,1147,2024-03-27,379.8,379.8,94.82,On-Time
34424,1147,2024-04-27,379.8,379.8,92.71,On-Time
34425,1147,2024-05-27,379.8,379.8,90.59,On-Time
34426,1147,2024-06-27,379.8,379.8,88.45,On-Time
34427,1147,2024-07-27,379.8,379.8,86.3,On-Time
34428,1147,2024-08-27,379.8,379.8,84.13,On-Time
34429,1147,2024-09-27,379.8,379.8,81.94,On-Time
34430,1147,2024-10-27,379.8,379.8,79.74,On-Time
34431,1147,2024-11-27,379.8,379.8,77.52,On-Time
34432,1147,2024-12-27,379.8,379.8,75.29,On-Time
34433,1148,2021-08-26,451.53,451.53,191.37,On-Time
34434,1148,2021-09-26,451.53,451.53,187.36,On-Time
34435,1148,2021-10-26,451.53,451.53,183.28,On-Time
34436,1148,2021-11-26,451.53,451.53,179.14,On-Time
34437,1148,2021-12-26,451.53,451.53,174.94,On-Time
34438,1148,2022-01-26,451.53,451.53,170.67,On-Time
34439,1148,2022-02-26,451.53,451.53,166.33,On-Time
34440,1148,2022-03-26,451.53,451.53,161.93,On-Time
34441,1148,2022-04-26,451.53,451.53,157.46,On-Time
34442,1148,2022-05-26,451.53,451.53,152.92,On-Time
34443,1148,2022-06-26,451.53,451.53,148.32,On-Time
34444,1148,2022-07-26,451.53,451.53,143.64,On-Time
34445,1148,2022-08-26,451.53,451.53,138.88,On-Time
34446,1148,2022-09-26,451.53,451.53,134.06,On-Time
34447,1148,2022-10-26,451.53,451.53,129.16,On-Time
34448,1148,2022-11-26,451.53,451.53,124.18,On-Time
34449,1148,2022-12-26,451.53,451.53,119.13,On-Time
34450,1148,2023-01-26,451.53,451.53,114.0,On-Time
34451,1148,2023-02-26,451.53,451.53,108.79,On-Time
34452,1148,2023-03-26,451.53,451.53,103.5,On-Time
34453,1148,2023-04-26,451.53,451.53,98.13,On-Time
34454,1148,2023-05-26,451.53,451.53,92.68,On-Time
34455,1148,2023-06-26,451.53,451.53,87.14,On-Time
34456,1148,2023-07-26,451.53,451.53,81.52,On-Time
34457,1148,2023-08-26,451.53,451.53,75.81,On-Time
34458,1148,2023-09-26,451.53,451.53,70.01,On-Time
34459,1148,2023-10-26,451.53,451.53,64.12,On-Time
34460,1148,2023-11-26,451.53,451.53,58.14,On-Time
34461,1148,2023-12-26,451.53,451.53,52.07,On-Time
34462,1148,2024-01-26,451.53,451.53,45.9,On-Time
34463,1148,2024-02-26,451.53,451.53,39.64,On-Time
34464,1148,2024-03-26,451.53,451.53,33.29,On-Time
34465,1148,2024-04-26,451.53,451.53,26.83,On-Time
34466,1148,2024-05-26,451.53,451.53,20.28,On-Time
34467,1148,2024-06-26,451.53,451.53,13.62,On-Time
34468,1148,2024-07-26,451.53,0.0,0.0,Missed
34469,1148,2024-08-26,451.53,451.53,6.86,On-Time
34470,1148,2024-09-26,451.53,0.0,0.0,Missed
34471,1148,2024-10-26,451.53,0.0,0.0,Missed
34472,1148,2024-11-26,451.53,0.0,0.0,Missed
34473,1148,2024-12-26,451.53,0.0,0.0,Missed
34474,1149,2024-01-01,364.87,364.87,124.31,On-Time
34475,1149,2024-02-01,364.87,364.87,120.1,On-Time
34476,1149,2024-03-01,364.87,364.87,115.81,On-Time
34477,1149,2024-04-01,364.87,364.87,111.45,On-Time
34478,1149,2024-05-01,364.87,364.87,107.01,On-Time
34479,1149,2024-06-01,364.87,364.87,102.5,On-Time
34480,1149,2024-07-01,364.87,364.87,97.91,On-Time
34481,1149,2024-08-01,364.87,364.87,93.23,On-Time
34482,1149,2024-09-01,364.87,364.87,88.48,On-Time
34483,1149,2024-10-01,364.87,364.87,83.64,On-Time
34484,1149,2024-11-01,364.87,364.87,78.71,On-Time
34485,1149,2024-12-01,364.87,364.87,73.7,On-Time
34486,1150,2022-09-16,270.18,270.18,36.45,On-Time
34487,1150,2022-10-16,270.18,270.18,33.61,On-Time
34488,1150,2022-11-16,270.18,270.18,30.74,On-Time
34489,1150,2022-12-16,270.18,270.18,27.83,On-Time
34490,1150,2023-01-16,270.18,270.18,24.88,On-Time
34491,1150,2023-02-16,270.18,270.18,21.9,On-Time
34492,1150,2023-03-16,270.18,270.18,18.89,On-Time
34493,1150,2023-04-16,270.18,270.18,15.83,On-Time
34494,1150,2023-05-16,270.18,270.18,12.74,On-Time
34495,1150,2023-06-16,270.18,270.18,9.61,On-Time
34496,1150,2023-07-16,270.18,270.18,6.45,On-Time
34497,1150,2023-08-16,270.18,270.18,3.24,On-Time
34498,1151,2022-10-29,151.34,151.34,25.8,On-Time
34499,1151,2022-11-29,151.34,151.34,24.81,On-Time
34500,1151,2022-12-29,151.34,151.34,23.82,On-Time
34501,1151,2023-01-29,151.34,151.34,22.83,On-Time
34502,1151,2023-02-28,151.34,151.34,21.82,On-Time
34503,1151,2023-03-29,151.34,151.34,20.81,On-Time
34504,1151,2023-04-29,151.34,151.34,19.79,On-Time
34505,1151,2023-05-29,151.34,151.34,18.76,On-Time
34506,1151,2023-06-29,151.34,151.34,17.73,On-Time
34507,1151,2023-07-29,151.34,151.34,16.68,On-Time
34508,1151,2023-08-29,151.34,151.34,15.63,On-Time
34509,1151,2023-09-29,151.34,151.34,14.57,On-Time
34510,1151,2023-10-29,151.34,151.34,13.5,On-Time
34511,1151,2023-11-29,151.34,151.34,12.42,On-Time
34512,1151,2023-12-29,151.34,151.34,11.34,On-Time
34513,1151,2024-01-29,151.34,151.34,10.24,On-Time
34514,1151,2024-02-29,151.34,151.34,9.14,On-Time
34515,1151,2024-03-29,151.34,151.34,8.03,On-Time
34516,1151,2024-04-29,151.34,151.34,6.91,On-Time
34517,1151,2024-05-29,151.34,151.34,5.78,On-Time
34518,1151,2024-06-29,151.34,151.34,4.64,On-Time
34519,1151,2024-07-29,151.34,151.34,3.49,On-Time
34520,1151,2024-08-29,151.34,151.34,2.34,On-Time
34521,1151,2024-09-29,151.34,151.34,1.17,On-Time
34522,1152,2018-11-30,138.09,138.09,53.95,On-Time
34523,1152,2018-12-30,138.09,138.09,53.08,On-Time
34524,1152,2019-01-30,138.09,138.09,52.2,On-Time
34525,1152,2019-02-28,138.09,138.09,51.3,On-Time
34526,1152,2019-03-30,138.09,138.09,50.4,On-Time
34527,1152,2019-04-30,138.09,138.09,49.49,On-Time
34528,1152,2019-05-30,138.09,138.09,48.57,On-Time
34529,1152,2019-06-30,138.09,138.09,47.65,On-Time
34530,1152,2019-07-30,138.09,138.09,46.71,On-Time
34531,1152,2019-08-30,138.09,138.09,45.76,On-Time
34532,1152,2019-09-30,138.09,138.09,44.8,On-Time
34533,1152,2019-10-30,138.09,138.09,43.83,On-Time
34534,1152,2019-11-30,138.09,138.09,42.86,On-Time
34535,1152,2019-12-30,138.09,138.09,41.87,On-Time
34536,1152,2020-01-30,138.09,138.09,40.87,On-Time
34537,1152,2020-02-29,138.09,138.09,39.86,On-Time
34538,1152,2020-03-30,138.09,138.09,38.84,On-Time
34539,1152,2020-04-30,138.09,138.09,37.81,On-Time
34540,1152,2020-05-30,138.09,138.09,36.77,On-Time
34541,1152,2020-06-30,138.09,138.09,35.72,On-Time
34542,1152,2020-07-30,138.09,138.09,34.66,On-Time
34543,1152,2020-08-30,138.09,138.09,33.59,On-Time
34544,1152,2020-09-30,138.09,138.09,32.5,On-Time
34545,1152,2020-10-30,138.09,138.09,31.41,On-Time
34546,1152,2020-11-30,138.09,138.09,30.3,On-Time
34547,1152,2020-12-30,138.09,138.09,29.18,On-Time
34548,1152,2021-01-30,138.09,138.09,28.05,On-Time
34549,1152,2021-02-28,138.09,138.09,26.91,On-Time
34550,1152,2021-03-30,138.09,138.09,25.76,On-Time
34551,1152,2021-04-30,138.09,138.09,24.59,On-Time
34552,1152,2021-05-30,138.09,138.09,23.41,On-Time
34553,1152,2021-06-30,138.09,138.09,22.22,On-Time
34554,1152,2021-07-30,138.09,138.09,21.02,On-Time
34555,1152,2021-08-30,138.09,138.09,19.81,On-Time
34556,1152,2021-09-30,138.09,138.09,18.58,On-Time
34557,1152,2021-10-30,138.09,138.09,17.34,On-Time
34558,1152,2021-11-30,138.09,138.09,16.09,On-Time
34559,1152,2021-12-30,138.09,138.09,14.82,On-Time
34560,1152,2022-01-30,138.09,138.09,13.54,On-Time
34561,1152,2022-02-28,138.09,138.09,12.25,On-Time
34562,1152,2022-03-30,138.09,138.09,10.94,On-Time
34563,1152,2022-04-30,138.09,138.09,9.63,On-Time
34564,1152,2022-05-30,138.09,138.09,8.29,On-Time
34565,1152,2022-06-30,138.09,138.09,6.95,On-Time
34566,1152,2022-07-30,138.09,138.09,5.59,On-Time
34567,1152,2022-08-30,138.09,138.09,4.21,On-Time
34568,1152,2022-09-30,138.09,138.09,2.82,On-Time
34569,1152,2022-10-30,138.09,138.09,1.42,On-Time
34570,1153,2023-12-12,149.95,149.95,30.77,On-Time
34571,1153,2024-01-12,149.95,149.95,29.63,On-Time
34572,1153,2024-02-12,149.95,149.95,28.47,On-Time
34573,1153,2024-03-12,149.95,149.95,27.3,On-Time
34574,1153,2024-04-12,149.95,149.95,26.12,On-Time
34575,1153,2024-05-12,149.95,149.95,24.93,On-Time
34576,1153,2024-06-12,149.95,149.95,23.73,On-Time
34577,1153,2024-07-12,149.95,149.95,22.52,On-Time
34578,1153,2024-08-12,149.95,149.95,21.29,On-Time
34579,1153,2024-09-12,149.95,149.95,20.05,On-Time
34580,1153,2024-10-12,149.95,149.95,18.8,On-Time
34581,1153,2024-11-12,149.95,149.95,17.54,On-Time
34582,1153,2024-12-12,149.95,149.95,16.27,On-Time
34583,1154,2019-06-25,2453.92,2453.92,1047.67,On-Time
34584,1154,2019-07-25,2453.92,2453.92,1031.26,On-Time
34585,1154,2019-08-25,2453.92,2453.92,1014.66,On-Time
34586,1154,2019-09-25,2453.92,2453.92,997.87,On-Time
34587,1154,2019-10-25,2453.92,2453.92,980.88,On-Time
34588,1154,2019-11-25,2453.92,2453.92,963.7,On-Time
34589,1154,2019-12-25,2453.92,2453.92,946.31,On-Time
34590,1154,2020-01-25,2453.92,2453.92,928.72,On-Time
34591,1154,2020-02-25,2453.92,2453.92,910.93,On-Time
34592,1154,2020-03-25,2453.92,2453.92,892.93,On-Time
34593,1154,2020-04-25,2453.92,2453.92,874.72,On-Time
34594,1154,2020-05-25,2453.92,2453.92,856.29,On-Time
34595,1154,2020-06-25,2453.92,2453.92,837.65,On-Time
34596,1154,2020-07-25,2453.92,2453.92,818.8,Late
34597,1154,2020-08-25,2453.92,2453.92,799.72,On-Time
34598,1154,2020-09-25,2453.92,2453.92,780.42,On-Time
34599,1154,2020-10-25,2453.92,2453.92,760.9,On-Time
34600,1154,2020-11-25,2453.92,2453.92,741.15,On-Time
34601,1154,2020-12-25,2453.92,2453.92,721.16,On-Time
34602,1154,2021-01-25,2453.92,2453.92,700.95,On-Time
34603,1154,2021-02-25,2453.92,2453.92,680.5,On-Time
34604,1154,2021-03-25,2453.92,2453.92,659.81,On-Time
34605,1154,2021-04-25,2453.92,2453.92,638.88,On-Time
34606,1154,2021-05-25,2453.92,2453.92,617.7,On-Time
34607,1154,2021-06-25,2453.92,2453.92,596.28,On-Time
34608,1154,2021-07-25,2453.92,2453.92,574.61,On-Time
34609,1154,2021-08-25,2453.92,2453.92,552.68,On-Time
34610,1154,2021-09-25,2453.92,2453.92,530.5,On-Time
34611,1154,2021-10-25,2453.92,2453.92,508.06,On-Time
34612,1154,2021-11-25,2453.92,2453.92,485.36,On-Time
34613,1154,2021-12-25,2453.92,2453.92,462.39,On-Time
34614,1154,2022-01-25,2453.92,2453.92,439.16,On-Time
34615,1154,2022-02-25,2453.92,2453.92,415.65,On-Time
34616,1154,2022-03-25,2453.92,2453.92,391.87,On-Time
34617,1154,2022-04-25,2453.92,2453.92,367.81,On-Time
34618,1154,2022-05-25,2453.92,2453.92,343.48,On-Time
34619,1154,2022-06-25,2453.92,2453.92,318.85,On-Time
34620,1154,2022-07-25,2453.92,2453.92,293.95,On-Time
34621,1154,2022-08-25,2453.92,2453.92,268.75,On-Time
34622,1154,2022-09-25,2453.92,2453.92,243.25,On-Time
34623,1154,2022-10-25,2453.92,2453.92,217.46,On-Time
34624,1154,2022-11-25,2453.92,2453.92,191.37,On-Time
34625,1154,2022-12-25,2453.92,2453.92,164.97,On-Time
34626,1154,2023-01-25,2453.92,2453.92,138.27,On-Time
34627,1154,2023-02-25,2453.92,2453.92,111.25,On-Time
34628,1154,2023-03-25,2453.92,2453.92,83.92,On-Time
34629,1154,2023-04-25,2453.92,2453.92,56.27,On-Time
34630,1154,2023-05-25,2453.92,2453.92,28.3,On-Time
34631,1155,2022-05-03,1236.69,1236.69,708.87,On-Time
34632,1155,2022-06-03,1236.69,1236.69,701.32,On-Time
34633,1155,2022-07-03,1236.69,1236.69,693.67,On-Time
34634,1155,2022-08-03,1236.69,1236.69,685.91,On-Time
34635,1155,2022-09-03,1236.69,1236.69,678.04,On-Time
34636,1155,2022-10-03,1236.69,1236.69,670.06,On-Time
34637,1155,2022-11-03,1236.69,1236.69,661.96,On-Time
34638,1155,2022-12-03,1236.69,1236.69,653.74,On-Time
34639,1155,2023-01-03,1236.69,1236.69,645.41,On-Time
34640,1155,2023-02-03,1236.69,1236.69,636.96,On-Time
34641,1155,2023-03-03,1236.69,1236.69,628.39,On-Time
34642,1155,2023-04-03,1236.69,1236.69,619.7,On-Time
34643,1155,2023-05-03,1236.69,1236.69,610.88,On-Time
34644,1155,2023-06-03,1236.69,1236.69,601.94,On-Time
34645,1155,2023-07-03,1236.69,1236.69,592.86,On-Time
34646,1155,2023-08-03,1236.69,1236.69,583.66,On-Time
34647,1155,2023-09-03,1236.69,1236.69,574.33,On-Time
34648,1155,2023-10-03,1236.69,1236.69,564.86,On-Time
34649,1155,2023-11-03,1236.69,1236.69,555.26,Late
34650,1155,2023-12-03,1236.69,1236.69,545.52,Late
34651,1155,2024-01-03,1236.69,1236.69,535.64,On-Time
34652,1155,2024-02-03,1236.69,1236.69,525.63,On-Time
34653,1155,2024-03-03,1236.69,1236.69,515.46,On-Time
34654,1155,2024-04-03,1236.69,1236.69,505.16,On-Time
34655,1155,2024-05-03,1236.69,1236.69,494.7,On-Time
